time,temperature_2m_mean,temperature_2m_min,temperature_2m_max,wet_bulb_temperature_2m_mean,dew_point_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,wind_speed_10m_mean,pressure_msl_mean,rain_binary,snow_binary
2024-03-11,6.6,3.0,10.7,4.8,3.6,82,80,11.1,1003.5,1,0
2024-03-12,5.2,1.0,9.2,3.8,3.0,86,52,9.9,1014.2,1,0
2024-03-13,6.0,0.3,9.8,4.8,4.1,88,78,9.3,1016.9,1,0
2024-03-14,9.9,7.3,14.6,8.2,7.1,84,98,7.8,1014.5,1,0
2024-03-15,11.1,8.5,14.3,8.8,7.5,79,78,14.9,1010.2,1,0
2024-03-16,7.8,4.1,9.9,5.8,4.3,79,75,17.0,1016.5,1,0
2024-03-17,5.2,-0.6,10.2,2.6,0.3,72,81,4.8,1023.7,0,0
2024-03-18,5.3,1.1,9.7,3.1,1.5,77,85,9.8,1019.2,1,0
2024-03-19,6.4,1.8,13.1,4.1,2.5,77,78,6.9,1020.6,0,0
2024-03-20,9.2,2.0,16.2,6.4,4.4,74,90,3.7,1020.1,0,0
2024-03-21,8.3,5.2,12.1,6.3,5.1,80,98,12.0,1021.1,1,0
2024-03-22,9.8,4.8,14.1,7.7,6.3,80,99,12.6,1016.6,1,0
2024-03-23,5.2,1.9,8.2,3.7,2.5,83,73,15.1,1007.8,1,0
2024-03-24,3.4,0.9,7.2,1.8,0.8,83,90,22.9,1003.1,1,1
2024-03-25,4.3,0.1,7.9,2.3,0.7,79,78,14.7,1005.9,1,0
2024-03-26,5.3,-0.6,11.6,2.9,1.0,75,73,11.7,997.4,0,0
2024-03-27,8.9,0.9,16.8,6.6,5.1,78,88,8.0,987.5,1,0
2024-03-28,7.2,4.6,11.1,5.0,3.3,77,82,18.5,990.5,1,1
2024-03-29,8.2,5.6,11.6,6.0,4.4,77,89,17.0,999.0,1,0
2024-03-30,12.5,6.3,20.1,10.1,8.7,80,76,7.2,998.7,1,0
2024-03-31,11.2,6.5,16.8,9.3,8.2,83,91,8.2,999.1,1,0
2024-04-01,9.1,7.4,11.6,8.1,7.6,90,100,12.5,996.2,1,0
2024-04-02,8.5,6.2,12.1,6.2,4.6,77,60,22.3,1006.3,1,0
2024-04-03,9.3,7.1,12.7,7.5,6.3,82,93,14.7,1007.7,1,0
2024-04-04,10.4,6.8,14.5,8.4,7.2,81,87,20.9,1008.7,1,0
2024-04-05,13.5,9.1,18.5,10.8,9.2,76,93,17.2,1012.3,1,0
2024-04-06,16.9,12.6,23.2,12.9,10.5,68,94,10.7,1014.4,0,0
2024-04-07,17.7,13.6,22.1,12.8,9.4,60,96,11.8,1014.6,1,0
2024-04-08,17.2,12.2,23.8,13.7,11.6,72,54,7.3,1009.8,0,0
2024-04-09,13.5,9.4,18.3,10.7,9.0,75,95,14.0,1010.4,1,0
2024-04-10,9.2,6.2,11.7,6.2,4.0,70,77,12.4,1026.9,0,0
2024-04-11,10.2,4.8,14.8,6.8,4.2,68,57,10.8,1032.4,0,0
2024-04-12,13.4,8.6,17.9,10.8,9.2,77,90,10.9,1030.8,0,0
2024-04-13,16.0,11.6,20.5,12.6,10.6,72,99,14.1,1024.7,0,0
2024-04-14,13.4,9.2,15.9,9.7,6.9,65,98,16.7,1019.1,0,0
2024-04-15,9.1,3.8,13.5,6.0,3.4,70,82,15.4,1007.8,1,0
2024-04-16,5.2,3.5,9.4,3.1,1.5,77,83,18.4,1002.3,1,1
2024-04-17,5.0,2.7,8.4,3.5,2.4,85,94,9.7,1009.2,1,0
2024-04-18,5.4,1.1,9.6,3.1,1.2,77,80,8.1,1015.8,1,0
2024-04-19,4.9,3.9,6.8,3.5,2.7,85,98,21.4,1007.9,1,1
2024-04-20,4.7,0.9,7.5,2.6,0.9,78,86,16.2,1015.7,1,1
2024-04-21,3.5,0.2,6.7,1.0,-1.5,72,48,11.9,1021.8,1,1
2024-04-22,2.1,-1.4,5.8,-0.3,-2.9,71,57,7.8,1024.1,1,1
2024-04-23,3.1,-2.4,7.3,0.1,-3.2,65,39,4.1,1019.2,0,0
2024-04-24,4.0,2.2,7.7,2.0,0.3,77,91,11.9,1007.5,1,1
2024-04-25,4.0,1.2,7.5,2.2,0.9,82,95,13.1,1006.0,1,0
2024-04-26,7.4,2.7,12.4,4.3,1.8,69,63,12.5,1006.3,1,0
2024-04-27,9.6,1.5,16.4,7.2,5.7,78,40,8.6,1009.6,1,0
2024-04-28,13.2,7.4,19.1,9.3,6.6,65,89,10.5,1012.1,0,0
2024-04-29,13.6,9.1,18.5,10.4,8.3,72,78,7.0,1021.4,0,0
2024-04-30,16.4,9.6,23.3,13.4,11.7,75,51,8.2,1016.5,1,0
2024-05-01,17.4,10.5,23.0,13.3,10.7,66,41,13.0,1007.8,0,0
2024-05-02,16.5,11.7,21.9,12.9,10.7,70,21,14.4,1001.6,1,0
2024-05-03,13.3,11.2,16.0,11.0,9.7,80,84,12.2,1009.6,1,0
2024-05-04,12.3,9.1,15.4,9.6,7.8,75,96,5.7,1015.6,1,0
2024-05-05,13.0,9.0,16.2,9.9,7.8,72,76,14.6,1009.2,1,0
2024-05-06,11.9,7.3,15.1,10.0,9.0,82,100,7.8,1009.3,1,0
2024-05-07,11.4,8.3,13.9,9.3,8.0,80,99,8.3,1017.3,1,0
2024-05-08,12.1,8.4,15.5,8.9,6.6,70,82,3.7,1024.9,1,0
2024-05-09,12.7,4.7,18.1,9.1,6.5,68,39,6.3,1026.0,1,0
2024-05-10,14.8,9.9,19.4,10.9,8.3,66,56,4.3,1023.6,0,0
2024-05-11,15.1,9.1,20.4,11.5,9.2,69,63,5.0,1022.3,0,0
2024-05-12,14.5,9.0,19.5,10.9,8.6,70,14,11.7,1020.0,0,0
2024-05-13,16.2,9.6,22.1,11.9,9.1,65,7,11.0,1014.6,1,0
2024-05-14,16.8,9.8,22.6,11.8,8.3,59,2,14.2,1010.4,0,0
2024-05-15,17.8,11.8,23.5,11.6,6.8,50,35,19.0,1007.9,0,0
2024-05-16,16.5,13.5,21.0,12.3,9.7,65,89,17.9,1006.9,1,0
2024-05-17,15.6,11.4,20.3,11.5,8.8,65,76,19.1,1006.8,0,0
2024-05-18,14.2,10.4,17.3,11.5,9.9,76,79,4.7,1009.7,1,0
2024-05-19,13.7,10.5,17.3,11.7,10.6,83,82,4.8,1009.7,1,0
2024-05-20,14.6,8.4,19.5,11.9,10.3,77,34,5.4,1011.0,1,0
2024-05-21,16.8,11.4,22.0,14.0,12.5,77,80,15.3,1007.9,1,0
2024-05-22,14.2,12.1,15.5,13.1,12.7,91,88,12.2,1008.7,1,0
2024-05-23,15.6,10.9,19.8,12.0,9.7,70,30,8.2,1015.1,1,0
2024-05-24,15.4,10.5,20.6,12.9,11.6,79,81,8.8,1017.4,1,0
2024-05-25,15.9,11.4,20.6,13.3,11.8,78,64,4.6,1017.3,1,0
2024-05-26,17.0,11.2,21.7,14.0,12.2,75,54,6.4,1017.6,1,0
2024-05-27,17.2,13.7,21.2,13.9,11.9,73,82,6.0,1016.6,1,0
2024-05-28,13.9,11.6,16.9,10.8,8.5,72,74,12.2,1017.5,1,0
2024-05-29,14.4,11.9,17.4,12.1,10.8,80,83,13.1,1012.1,1,0
2024-05-30,13.1,10.8,14.6,12.2,11.8,92,99,5.9,1006.0,1,0
2024-05-31,14.5,11.1,17.4,12.1,10.8,80,92,12.3,1008.6,1,0
2024-06-01,16.6,12.9,21.7,14.9,14.1,86,91,12.7,1012.3,1,0
2024-06-02,15.1,12.9,16.8,13.5,12.6,86,83,16.9,1017.9,1,0
2024-06-03,12.4,9.2,15.9,9.5,7.6,73,70,12.5,1018.7,0,0
2024-06-04,13.2,6.1,18.6,10.1,8.2,73,49,5.2,1014.5,1,0
2024-06-05,14.5,12.5,16.8,12.1,10.9,79,86,13.2,1011.8,1,0
2024-06-06,13.8,6.2,19.3,9.9,7.2,67,28,8.1,1016.6,1,0
2024-06-07,13.7,7.5,17.6,10.0,7.3,67,58,6.8,1017.8,0,0
2024-06-08,15.7,6.8,21.8,11.4,8.6,65,33,10.1,1011.8,0,0
2024-06-09,13.9,9.8,20.2,9.6,6.2,63,23,9.6,1009.5,1,0
2024-06-10,12.0,7.1,15.8,9.0,6.9,72,61,10.0,1006.9,1,0
2024-06-11,11.1,8.6,14.6,7.7,5.2,68,54,20.2,1012.8,1,0
2024-06-12,11.0,6.8,14.6,7.9,5.7,71,46,11.7,1018.0,1,0
2024-06-13,11.6,6.6,15.7,8.1,5.3,67,62,8.1,1018.1,1,0
2024-06-14,14.2,9.8,18.4,10.8,8.6,70,86,10.7,1011.3,1,0
2024-06-15,15.5,12.5,18.2,11.7,8.9,67,67,16.7,1006.4,1,0
2024-06-16,15.9,11.7,20.0,11.3,8.2,61,56,13.3,1009.6,1,0
2024-06-17,16.5,12.0,20.6,13.7,12.2,76,89,8.5,1012.6,1,0
2024-06-18,17.9,12.6,23.5,15.7,14.6,82,84,6.2,1013.9,1,0
2024-06-19,15.1,11.9,17.0,13.6,12.8,87,78,8.1,1016.5,1,0
2024-06-20,15.3,8.6,20.3,12.9,11.5,80,86,9.7,1020.8,1,0
2024-06-21,19.2,14.0,23.2,16.8,15.8,81,89,9.2,1012.8,1,0
2024-06-22,17.1,13.1,21.0,13.6,11.4,71,77,15.6,1012.5,1,0
2024-06-23,17.1,12.2,21.4,13.8,12.0,74,47,9.4,1018.6,1,0
2024-06-24,18.3,11.6,22.5,14.6,12.5,71,35,4.3,1020.3,0,0
2024-06-25,19.5,12.9,24.9,15.2,12.8,67,18,10.4,1016.9,0,0
2024-06-26,21.8,15.4,28.1,18.0,16.1,72,20,9.2,1011.8,1,0
2024-06-27,22.4,17.0,28.2,19.3,17.9,77,42,5.6,1009.3,1,0
2024-06-28,20.0,15.4,23.9,15.6,12.9,66,28,12.5,1014.1,0,0
2024-06-29,19.6,10.7,26.4,16.0,14.0,72,58,8.3,1014.5,1,0
2024-06-30,18.9,16.3,20.9,16.8,15.8,82,95,13.8,1006.9,1,0
2024-07-01,15.1,11.9,18.0,12.9,11.8,81,64,14.7,1012.9,1,0
2024-07-02,13.6,10.8,16.6,11.5,10.4,82,90,14.9,1013.3,1,0
2024-07-03,12.7,9.8,15.8,10.2,8.5,77,84,10.9,1010.4,1,0
2024-07-04,14.0,10.0,18.1,11.2,9.5,75,54,15.6,1007.9,1,0
2024-07-05,14.6,10.6,17.2,11.0,8.6,68,97,12.2,1011.3,0,0
2024-07-06,18.5,13.8,26.0,15.2,13.4,73,76,15.1,1005.5,1,0
2024-07-07,15.3,10.9,19.5,10.3,6.5,57,61,11.5,1013.9,0,0
2024-07-08,17.5,9.2,23.1,12.7,9.6,62,53,7.2,1017.7,0,0
2024-07-09,22.3,14.6,28.6,17.1,14.3,62,32,9.6,1016.6,0,0
2024-07-10,21.1,16.9,24.8,18.3,17.0,78,89,6.5,1015.1,1,0
2024-07-11,19.8,16.5,23.2,16.8,15.3,77,53,6.9,1016.8,1,0
2024-07-12,18.9,13.9,23.9,16.6,15.5,81,93,13.1,1011.1,1,0
2024-07-13,16.0,12.3,20.0,11.9,9.2,66,61,13.6,1012.3,0,0
2024-07-14,16.9,10.4,21.9,12.9,10.3,67,49,6.4,1013.8,1,0
2024-07-15,19.9,12.4,25.9,15.2,12.5,65,50,4.2,1012.7,0,0
2024-07-16,19.9,15.7,23.1,16.1,14.0,70,49,14.0,1012.0,1,0
2024-07-17,17.8,14.2,21.7,14.4,12.5,72,55,13.6,1019.7,1,0
2024-07-18,18.9,11.5,24.0,15.3,13.3,72,63,4.4,1023.4,0,0
2024-07-19,20.6,13.0,26.8,16.2,13.8,68,52,6.6,1020.1,0,0
2024-07-20,22.1,14.9,28.5,17.3,14.8,65,42,7.4,1011.9,0,0
2024-07-21,21.8,16.4,28.9,19.1,17.9,80,67,5.4,1008.5,1,0
2024-07-22,19.3,16.2,22.7,15.8,13.8,72,49,14.5,1015.3,0,0
2024-07-23,18.5,14.1,25.0,15.5,13.9,77,55,9.9,1016.9,1,0
2024-07-24,16.9,13.9,20.4,14.2,12.7,78,61,13.4,1018.3,1,0
2024-07-25,17.0,9.4,22.1,13.2,10.9,70,60,5.6,1015.8,0,0
2024-07-26,18.1,13.8,22.9,15.7,14.6,81,95,7.5,1012.0,1,0
2024-07-27,19.1,16.6,23.0,17.4,16.6,86,99,5.5,1013.8,1,0
2024-07-28,17.9,14.0,21.4,14.8,13.0,75,52,14.2,1021.8,1,0
2024-07-29,16.9,10.6,22.5,13.1,10.7,70,8,4.3,1024.7,0,0
2024-07-30,19.7,11.3,27.1,15.7,13.6,70,11,5.5,1018.5,0,0
2024-07-31,22.4,16.7,27.8,18.5,16.6,71,71,4.6,1014.4,1,0
2024-08-01,21.4,17.2,27.0,18.7,17.4,80,68,3.4,1011.8,1,0
2024-08-02,19.3,16.6,22.6,17.1,16.0,82,64,7.4,1011.2,1,0
2024-08-03,19.9,13.8,25.1,16.7,15.0,76,50,4.9,1011.5,1,0
2024-08-04,17.8,14.0,20.4,15.4,14.2,80,86,13.7,1013.3,1,0
2024-08-05,16.8,11.3,21.6,13.2,11.0,70,52,4.8,1016.0,0,0
2024-08-06,19.1,12.4,25.5,15.9,14.2,75,11,5.8,1013.4,0,0
2024-08-07,19.7,14.0,27.0,17.1,15.9,80,56,7.7,1011.7,1,0
2024-08-08,17.7,13.9,21.2,15.4,14.2,82,61,7.7,1016.2,1,0
2024-08-09,18.6,13.0,23.4,15.9,14.5,79,85,13.1,1016.0,1,0
2024-08-10,19.5,14.4,24.8,16.1,14.2,74,22,10.0,1019.8,0,0
2024-08-11,19.7,15.3,24.2,16.0,14.2,71,31,6.0,1021.4,0,0
2024-08-12,21.2,14.1,27.4,16.9,14.7,68,51,9.0,1015.6,0,0
2024-08-13,24.0,17.1,31.4,19.2,16.8,65,31,7.8,1011.6,0,0
2024-08-14,22.7,18.8,27.9,19.7,18.4,78,89,5.1,1011.6,1,0
2024-08-15,21.2,17.2,25.8,18.2,16.6,77,43,10.0,1016.2,1,0
2024-08-16,21.4,16.0,26.8,17.4,15.3,70,37,8.8,1015.6,0,0
2024-08-17,20.2,16.5,24.6,17.8,16.8,81,76,6.9,1013.0,1,0
2024-08-18,18.2,15.2,21.5,16.8,16.3,89,100,8.4,1010.8,1,0
2024-08-19,16.5,12.9,20.0,13.7,12.0,77,54,6.2,1017.8,0,0
2024-08-20,18.0,10.4,23.3,15.2,13.7,77,41,6.8,1013.9,1,0
2024-08-21,17.1,13.6,19.2,13.2,10.7,68,61,17.9,1014.5,1,0
2024-08-22,17.3,12.7,24.0,12.5,9.4,61,70,11.1,1013.9,0,0
2024-08-23,20.6,15.9,25.9,15.0,11.4,57,73,15.3,1010.1,0,0
2024-08-24,23.2,17.0,29.2,18.2,15.4,64,7,12.6,1010.8,0,0
2024-08-25,18.3,14.9,23.5,13.8,10.6,63,69,14.2,1018.2,1,0
2024-08-26,16.4,8.9,22.3,11.5,8.0,60,22,5.4,1022.8,0,0
2024-08-27,17.9,10.1,24.6,12.7,9.3,60,0,7.9,1023.0,0,0
2024-08-28,20.4,12.4,28.5,16.5,14.5,71,2,8.4,1018.4,0,0
2024-08-29,23.5,16.1,30.4,18.4,15.7,64,29,7.5,1017.0,0,0
2024-08-30,20.2,16.6,24.9,17.6,16.4,80,85,6.4,1020.5,1,0
2024-08-31,17.7,14.2,21.8,14.4,12.6,73,72,14.3,1023.7,1,0
2024-09-01,19.9,14.9,25.5,15.6,13.2,66,23,14.0,1019.3,0,0
2024-09-02,20.9,15.1,27.5,16.9,14.8,70,38,9.2,1014.4,0,0
2024-09-03,21.8,15.8,28.2,18.3,16.6,75,44,4.8,1014.6,1,0
2024-09-04,20.0,16.8,27.1,18.5,17.8,89,68,6.5,1014.6,1,0
2024-09-05,23.5,17.0,29.8,17.9,14.5,62,33,16.6,1011.3,0,0
2024-09-06,23.0,18.4,28.2,15.5,10.3,46,45,15.8,1012.1,0,0
2024-09-07,21.8,15.4,28.2,16.0,12.4,57,38,5.5,1012.7,0,0
2024-09-08,19.5,14.2,26.6,16.3,14.7,75,77,7.1,1009.2,1,0
2024-09-09,16.1,13.6,19.7,14.3,13.4,85,94,11.0,1004.1,1,0
2024-09-10,14.6,11.4,17.0,11.7,9.8,74,84,18.3,1009.5,1,0
2024-09-11,12.5,7.8,14.2,9.7,7.8,74,85,17.8,1005.4,1,0
2024-09-12,9.0,5.2,13.3,6.6,4.9,77,44,7.3,1012.9,1,0
2024-09-13,9.7,5.5,13.9,7.3,5.8,78,100,12.6,1020.3,1,0
2024-09-14,10.6,7.7,14.2,7.2,4.6,68,57,17.3,1026.7,0,0
2024-09-15,10.7,5.9,15.8,8.2,6.5,77,22,13.4,1025.2,0,0
2024-09-16,12.5,9.9,15.7,9.9,8.3,76,96,10.6,1022.7,1,0
2024-09-17,15.9,10.2,20.8,13.4,12.1,79,36,9.9,1026.0,0,0
2024-09-18,17.4,13.4,22.0,14.8,13.5,79,21,13.4,1027.5,0,0
2024-09-19,16.4,13.9,20.9,14.0,12.7,80,18,14.2,1025.2,1,0
2024-09-20,15.8,12.1,20.3,12.5,10.6,72,3,13.6,1023.9,0,0
2024-09-21,15.5,10.3,21.5,12.3,10.5,74,2,8.8,1021.7,0,0
2024-09-22,15.7,9.4,22.5,12.5,10.6,74,50,5.2,1016.3,0,0
2024-09-23,15.2,9.9,20.9,13.0,11.9,82,98,5.9,1009.9,1,0
2024-09-24,14.7,13.4,16.7,12.8,11.8,83,79,12.8,1005.3,1,0
2024-09-25,14.2,13.1,17.0,12.5,11.7,85,97,14.7,1005.6,1,0
2024-09-26,15.3,13.3,18.2,13.2,12.2,82,100,21.7,995.4,1,0
2024-09-27,13.5,11.0,15.6,10.3,8.1,71,43,25.1,999.1,1,0
2024-09-28,9.9,6.8,12.7,7.7,6.2,79,45,17.2,1016.0,1,0
2024-09-29,8.3,4.5,12.6,6.0,4.3,78,47,7.0,1027.8,0,0
2024-09-30,10.0,5.7,14.1,7.4,5.5,75,72,16.5,1018.1,1,0
2024-10-01,12.2,10.8,14.6,10.7,10.0,87,97,11.1,1009.6,1,0
2024-10-02,10.4,8.6,12.6,9.4,8.9,91,91,4.1,1010.0,1,0
2024-10-03,9.6,7.8,11.4,7.9,6.8,83,94,7.1,1016.9,1,0
2024-10-04,9.9,6.8,13.1,7.7,6.3,78,80,7.9,1019.8,0,0
2024-10-05,8.9,5.7,12.0,6.8,5.4,80,62,6.5,1019.6,1,0
2024-10-06,7.9,4.5,12.5,6.2,5.1,84,60,9.0,1012.6,0,0
2024-10-07,11.3,4.8,15.6,10.2,9.8,90,86,8.2,1006.0,1,0
2024-10-08,14.2,12.0,18.2,13.2,12.7,91,100,8.5,1002.3,1,0
2024-10-09,14.0,12.1,16.2,12.3,11.4,85,97,15.9,995.2,1,0
2024-10-10,12.9,8.4,16.6,11.3,10.4,85,81,21.6,994.2,1,0
2024-10-11,7.7,3.6,10.9,5.6,4.1,79,40,9.4,1015.2,1,0
2024-10-12,7.0,0.5,11.8,5.1,3.9,82,64,10.1,1015.5,1,0
2024-10-13,8.9,6.7,11.1,6.8,5.4,79,84,25.2,1011.9,1,0
2024-10-14,7.8,5.4,10.6,6.0,4.9,82,91,6.2,1019.3,1,0
2024-10-15,6.7,0.8,11.4,5.0,3.9,84,59,10.2,1023.4,0,0
2024-10-16,8.9,4.8,13.7,6.9,5.8,81,54,16.2,1018.9,0,0
2024-10-17,12.1,7.7,18.0,10.6,9.8,87,88,7.3,1015.5,0,0
2024-10-18,12.2,9.1,17.0,11.0,10.5,90,97,6.7,1014.8,0,0
2024-10-19,13.7,9.9,17.4,12.3,11.6,87,100,10.0,1017.0,1,0
2024-10-20,13.6,9.0,17.8,11.9,11.1,85,97,7.8,1021.7,0,0
2024-10-21,15.4,13.9,19.0,13.5,12.7,84,82,11.8,1023.7,1,0
2024-10-22,12.0,6.4,15.1,9.9,8.8,81,63,12.0,1026.9,0,0
2024-10-23,7.9,4.3,13.4,6.8,6.2,90,5,4.6,1035.2,0,0
2024-10-24,9.1,3.9,13.4,7.9,7.2,88,50,9.1,1028.7,0,0
2024-10-25,11.4,6.1,16.9,10.1,9.5,89,12,6.1,1021.4,0,0
2024-10-26,11.2,6.2,17.4,9.9,9.3,89,41,6.4,1019.9,0,0
2024-10-27,11.0,6.5,14.6,10.1,9.7,92,87,9.0,1020.6,1,0
2024-10-28,12.7,11.4,15.0,11.7,11.2,91,86,11.5,1024.5,1,0
2024-10-29,12.2,10.7,14.1,11.0,10.5,90,82,9.4,1025.4,1,0
2024-10-30,11.9,10.6,13.0,11.2,10.9,93,98,9.7,1027.3,1,0
2024-10-31,10.7,8.4,13.3,9.5,8.8,88,73,7.8,1027.8,0,0
2024-11-01,9.1,7.9,10.8,8.0,7.5,90,88,14.1,1024.4,0,0
2024-11-02,8.2,3.8,9.6,6.2,4.9,80,83,7.7,1030.7,1,0
2024-11-03,4.2,-0.8,10.6,3.0,2.4,89,56,6.0,1031.7,0,0
2024-11-04,5.0,0.6,8.5,4.5,4.3,96,92,8.4,1030.8,0,0
2024-11-05,5.4,2.2,9.8,4.8,4.6,95,99,7.2,1027.1,0,0
2024-11-06,3.8,-0.2,7.1,3.2,3.0,95,97,3.4,1030.8,0,0
2024-11-07,4.4,3.4,6.0,3.6,3.2,92,100,7.2,1034.4,0,0
2024-11-08,4.4,2.5,5.8,3.3,2.8,90,92,13.4,1030.9,1,0
2024-11-09,2.9,-0.1,8.4,2.2,2.0,94,40,5.6,1028.0,0,0
2024-11-10,4.5,-0.4,8.3,4.0,3.9,96,94,3.0,1028.5,0,0
2024-11-11,6.7,5.0,7.9,6.0,5.7,94,100,6.5,1027.5,1,0
2024-11-12,5.3,2.7,6.9,4.4,4.0,91,88,6.8,1031.2,0,0
2024-11-13,4.8,3.5,6.2,4.2,4.0,95,100,7.5,1030.8,1,0
2024-11-14,7.0,5.1,8.6,6.2,5.8,93,99,14.2,1025.4,1,0
2024-11-15,6.5,3.2,8.2,5.4,4.7,89,85,10.8,1026.3,1,0
2024-11-16,5.0,2.7,6.9,2.8,1.0,76,76,14.1,1019.5,0,0
2024-11-17,4.5,2.8,6.0,3.3,2.6,88,85,20.5,1009.7,1,1
2024-11-18,2.5,1.4,4.8,1.3,0.4,87,90,14.6,1009.4,1,1
2024-11-19,4.5,0.6,9.3,3.9,3.7,95,100,21.9,995.2,1,1
2024-11-20,1.5,0.4,2.6,0.0,-1.1,83,99,22.6,997.5,1,1
2024-11-21,-0.1,-2.2,2.1,-2.1,-4.0,75,92,16.1,998.3,1,1
2024-11-22,0.3,-1.5,2.2,-1.6,-3.2,77,84,20.3,1000.5,1,1
2024-11-23,1.2,-1.4,3.8,-0.3,-1.6,82,72,18.1,1018.0,1,0
2024-11-24,9.8,3.0,13.1,6.8,4.5,70,100,24.6,1012.8,1,0
2024-11-25,11.4,8.4,13.5,7.6,4.6,64,78,18.0,1009.7,1,0
2024-11-26,7.4,4.9,9.6,6.2,5.5,88,59,12.3,1017.7,1,0
2024-11-27,6.3,2.6,9.6,5.0,4.3,87,81,16.8,1018.0,1,0
2024-11-28,5.0,3.0,7.8,3.5,2.5,84,87,27.2,1018.4,1,0
2024-11-29,1.7,-2.0,4.4,0.6,-0.1,88,51,6.9,1033.5,0,0
2024-11-30,-0.9,-3.6,4.6,-2.3,-3.4,84,38,4.8,1032.4,0,0
2024-12-01,-0.0,-1.8,4.8,-2.0,-3.9,76,5,3.4,1025.5,0,0
2024-12-02,3.9,-1.0,7.9,2.5,1.6,86,92,12.4,1017.0,0,0
2024-12-03,3.5,1.1,4.7,3.1,3.0,97,89,14.4,1016.4,1,0
2024-12-04,2.1,0.8,3.4,1.3,1.0,93,86,13.1,1024.4,1,0
2024-12-05,1.6,-1.0,3.2,0.1,-1.1,83,85,12.9,1021.6,1,0
2024-12-06,4.9,2.8,6.2,4.3,4.1,95,100,24.4,1004.3,1,0
2024-12-07,3.5,1.5,5.5,2.7,2.4,92,97,14.0,1004.9,1,0
2024-12-08,3.0,-0.6,6.1,2.4,2.1,94,71,7.4,1009.3,0,0
2024-12-09,2.2,0.9,3.2,1.2,0.6,90,100,11.7,1023.2,1,1
2024-12-10,1.8,0.8,2.8,0.9,0.4,90,100,13.9,1029.5,1,1
2024-12-11,0.5,-0.6,2.0,-0.4,-0.9,90,90,3.5,1031.4,0,0
2024-12-12,0.7,-0.6,2.2,-0.4,-1.0,88,97,4.3,1032.1,0,0
2024-12-13,-1.5,-4.7,0.8,-2.8,-3.6,86,50,9.0,1030.3,0,0
2024-12-14,0.3,-3.0,1.5,-1.0,-1.9,85,100,16.0,1019.5,1,1
2024-12-15,3.8,1.5,6.6,3.2,2.9,94,100,20.8,1023.4,1,1
2024-12-16,7.9,6.8,9.1,7.0,6.5,91,100,22.9,1027.3,1,0
2024-12-17,7.0,4.8,8.7,5.4,4.5,84,98,17.0,1027.4,1,0
2024-12-18,7.4,4.7,9.4,5.3,3.8,78,81,18.7,1016.3,1,0
2024-12-19,8.5,2.9,11.3,7.1,6.5,88,99,24.5,1001.0,1,0
2024-12-20,2.6,0.4,4.1,1.2,0.2,85,65,20.1,1015.7,1,1
2024-12-21,4.0,0.4,5.8,2.6,1.7,85,99,22.3,1013.9,1,0
2024-12-22,3.7,0.9,6.3,2.8,2.4,91,97,21.2,998.9,1,1
2024-12-23,1.4,-0.5,3.7,0.4,-0.1,89,71,17.4,1009.6,1,1
2024-12-24,1.9,0.5,3.0,1.1,0.7,92,88,11.3,1026.1,0,0
2024-12-25,4.2,2.8,5.7,3.1,2.4,88,99,6.9,1035.1,0,0
2024-12-26,4.7,3.3,7.3,4.0,3.7,93,95,3.4,1038.0,0,0
2024-12-27,0.0,-3.0,3.8,-0.7,-1.1,92,86,3.6,1035.4,0,0
2024-12-28,-1.1,-4.1,5.7,-3.2,-5.3,75,1,3.4,1030.6,0,0
2024-12-29,-1.4,-3.0,-0.1,-2.7,-3.6,85,58,10.8,1029.6,0,0
2024-12-30,-0.2,-0.8,1.5,-1.2,-1.8,89,94,14.2,1030.3,0,0
2024-12-31,-0.1,-1.2,2.2,-1.2,-1.8,89,82,14.9,1027.4,0,0
2025-01-01,2.9,0.2,5.2,1.1,-0.2,80,100,25.6,1015.6,0,0
2025-01-02,2.4,0.2,5.3,1.7,1.5,94,86,18.4,1010.8,1,0
2025-01-03,0.2,-1.3,1.6,-1.2,-2.4,83,82,22.3,1015.7,1,1
2025-01-04,-1.2,-2.8,0.4,-2.3,-3.0,87,82,11.2,1019.7,1,1
2025-01-05,0.4,-3.3,7.2,-0.4,-0.9,91,100,13.3,1003.5,1,1
2025-01-06,8.2,4.9,12.2,6.1,4.6,79,85,25.7,991.7,1,0
2025-01-07,3.2,1.1,5.4,1.0,-0.8,75,69,21.1,999.6,1,1
2025-01-08,1.4,0.1,2.5,-0.3,-1.5,82,81,14.1,1003.6,1,1
2025-01-09,0.6,-0.6,2.3,0.2,0.1,96,100,11.1,999.4,1,1
2025-01-10,-0.4,-1.3,0.6,-1.4,-2.0,89,96,21.7,1015.0,1,1
2025-01-11,-1.5,-3.5,-0.4,-2.2,-2.5,93,75,19.4,1023.2,0,0
2025-01-12,-3.9,-8.4,-1.2,-4.7,-5.0,92,59,13.5,1035.9,0,0
2025-01-13,-7.7,-10.4,-3.2,-8.4,-8.7,93,87,2.8,1043.1,0,0
2025-01-14,-3.6,-9.1,0.8,-5.2,-6.9,78,69,7.5,1035.3,1,0
2025-01-15,1.1,0.2,2.5,0.9,1.0,99,100,10.9,1032.5,1,0
2025-01-16,-0.1,-4.0,1.8,-0.6,-0.8,95,89,2.5,1038.2,0,0
2025-01-17,-1.8,-4.5,2.6,-2.5,-2.8,93,64,1.8,1038.5,0,0
