time,temperature_2m_mean,temperature_2m_min,temperature_2m_max,wet_bulb_temperature_2m_mean,dew_point_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,wind_speed_10m_mean,pressure_msl_mean,rain_binary,snow_binary
2025-01-18,-1.2,-4.7,4.9,-2.5,-3.5,85,16,6.0,1033.2,0,0
2025-01-19,0.0,-3.0,7.7,-1.8,-3.6,79,4,6.7,1024.4,0,0
2025-01-20,-1.2,-4.5,3.2,-2.7,-4.0,82,41,5.5,1019.9,0,0
2025-01-21,-1.0,-4.4,5.6,-3.0,-5.2,75,12,3.0,1018.3,0,0
2025-01-22,0.2,-4.3,5.7,-1.9,-4.0,75,93,7.4,1010.7,1,0
2025-01-23,2.4,1.2,3.5,1.3,0.6,89,100,16.7,1005.1,1,0
2025-01-24,4.6,1.5,7.3,3.1,2.1,84,96,20.2,1008.2,1,1
2025-01-25,8.0,4.1,12.8,6.1,4.9,82,96,16.3,1006.3,1,0
2025-01-26,4.7,1.3,6.9,3.7,3.1,89,98,14.2,1006.1,1,0
2025-01-27,7.0,2.8,10.2,5.3,4.1,82,93,19.6,997.3,1,0
2025-01-28,5.5,3.0,7.6,4.0,3.0,84,89,12.0,997.3,1,0
2025-01-29,5.4,3.2,7.2,3.7,2.6,83,76,18.9,1003.4,1,0
2025-01-30,4.7,1.5,7.6,3.1,2.1,84,98,8.8,1014.6,1,1
2025-01-31,1.3,-1.9,4.2,0.0,-1.0,86,71,11.8,1027.5,1,1
2025-02-01,-0.8,-3.5,4.0,-2.4,-3.7,82,45,3.0,1033.0,0,0
2025-02-02,-2.2,-5.1,3.1,-3.8,-5.4,80,40,6.0,1027.7,0,0
2025-02-03,-1.9,-5.9,4.7,-3.9,-5.9,76,28,3.5,1028.4,0,0
2025-02-04,-2.0,-4.3,2.8,-4.0,-6.2,74,34,4.8,1030.1,0,0
2025-02-05,0.2,-4.0,3.7,-1.0,-1.8,86,78,9.5,1037.1,0,0
2025-02-06,1.2,-0.4,3.7,0.6,0.4,94,100,7.3,1041.5,0,0
2025-02-07,1.0,-0.1,1.9,-0.4,-1.4,85,99,23.0,1033.1,0,0
2025-02-08,0.4,-2.4,4.8,-1.0,-1.9,86,37,12.7,1026.9,0,0
2025-02-09,-0.4,-2.5,4.0,-1.9,-3.2,82,52,9.1,1029.5,0,0
2025-02-10,-0.6,-2.8,2.4,-1.9,-3.1,84,74,14.9,1028.9,0,0
2025-02-11,0.2,-1.1,1.8,-1.6,-3.2,78,96,16.5,1024.5,1,1
2025-02-12,0.5,-0.6,3.8,-1.0,-2.1,83,94,10.0,1019.4,1,1
2025-02-13,-2.0,-3.1,-0.8,-2.8,-3.2,92,99,9.9,1018.9,1,1
2025-02-14,-1.0,-3.0,1.2,-2.5,-3.8,82,98,6.8,1025.7,1,1
2025-02-15,-1.9,-3.8,0.4,-4.1,-6.8,70,90,3.5,1025.9,0,0
2025-02-16,-2.9,-7.2,0.9,-4.8,-7.0,75,68,8.3,1024.2,0,0
2025-02-17,-4.8,-8.9,-0.7,-6.6,-9.2,73,32,7.9,1026.9,0,0
2025-02-18,-5.5,-9.4,-0.8,-7.7,-11.3,66,0,10.5,1030.0,0,0
2025-02-19,-3.7,-8.1,2.1,-6.5,-11.4,57,0,13.8,1029.6,0,0
2025-02-20,0.0,-6.9,8.0,-2.7,-6.2,65,56,6.4,1026.2,0,0
2025-02-21,5.5,0.8,12.1,4.4,3.9,90,91,5.1,1023.9,1,0
2025-02-22,6.5,1.0,13.4,4.2,2.6,77,91,9.2,1019.5,1,0
2025-02-23,7.0,3.1,12.1,5.6,4.6,86,62,10.7,1027.3,1,0
2025-02-24,7.3,2.8,11.7,5.0,3.3,76,96,12.5,1022.2,1,0
2025-02-25,7.3,4.3,11.7,5.9,5.0,86,81,7.0,1014.9,1,0
2025-02-26,4.8,1.6,8.2,4.2,3.9,94,81,8.4,1014.4,1,0
2025-02-27,3.1,0.2,7.1,1.6,0.6,84,80,10.1,1016.8,1,0
2025-02-28,1.8,-0.8,6.1,0.8,0.1,89,74,7.9,1022.8,1,1
2025-03-01,2.9,-1.5,6.1,1.4,0.2,84,79,6.5,1031.4,1,0
2025-03-02,0.7,-2.7,5.9,-0.8,-2.0,83,39,5.6,1034.8,0,0
2025-03-03,2.2,-2.8,9.6,-0.8,-4.6,65,32,3.3,1030.2,0,0
2025-03-04,4.1,-0.6,11.9,-0.3,-6.4,49,45,3.0,1026.9,0,0
2025-03-05,5.4,-0.6,13.6,1.5,-3.0,56,0,5.0,1025.0,0,0
2025-03-06,7.2,1.5,15.1,3.2,-0.7,58,6,6.0,1021.2,0,0
2025-03-07,7.1,0.1,16.5,3.7,0.7,66,45,3.7,1019.4,0,0
2025-03-08,7.1,1.1,15.2,3.7,0.7,65,35,7.0,1015.6,0,0
2025-03-09,6.4,0.9,15.0,3.5,1.1,72,3,4.2,1007.4,0,0
2025-03-10,6.2,1.4,13.7,3.4,1.1,73,16,3.7,1001.5,0,0
2025-03-11,5.2,0.2,11.4,3.2,1.6,80,93,7.0,1001.4,1,0
2025-03-12,3.5,1.6,6.3,1.7,0.3,81,98,7.3,1000.3,0,0
2025-03-13,2.2,-2.0,6.4,0.2,-1.6,77,99,3.4,999.0,1,0
2025-03-14,1.9,-1.7,6.6,0.0,-1.7,79,72,3.1,1007.2,1,0
2025-03-15,1.7,-2.1,5.8,0.1,-1.2,81,51,9.7,1018.0,1,0
2025-03-16,2.5,-1.4,7.7,0.1,-2.3,73,26,7.1,1020.7,0,0
2025-03-17,1.8,-2.7,4.8,-1.1,-4.9,64,37,12.2,1028.9,1,0
2025-03-18,0.1,-5.3,7.7,-3.6,-10.2,51,0,6.8,1031.6,0,0
2025-03-19,2.6,-3.9,12.0,-0.8,-4.7,62,0,4.9,1027.8,0,0
2025-03-20,6.7,-0.9,15.5,3.1,-0.2,64,21,2.9,1024.1,0,0
2025-03-21,9.0,2.2,16.8,5.2,2.1,63,0,9.5,1018.9,0,0
2025-03-22,9.3,5.3,14.6,5.3,1.7,60,23,20.2,1009.9,0,0
2025-03-23,8.9,4.9,14.7,6.3,4.4,74,75,7.1,1005.7,0,0
2025-03-24,9.1,4.5,15.1,7.3,6.2,84,46,6.7,1012.4,1,0
2025-03-25,7.7,5.4,10.9,5.9,4.6,82,70,9.8,1018.6,1,0
2025-03-26,6.4,3.1,9.7,4.7,3.6,83,73,12.6,1021.2,1,0
2025-03-27,5.5,1.0,11.9,3.7,2.5,83,37,5.1,1022.0,0,0
2025-03-28,6.5,-1.4,14.9,4.2,2.5,77,24,3.4,1013.2,0,0
2025-03-29,6.9,3.0,11.4,4.6,2.8,76,65,12.4,1015.0,0,0
2025-03-30,5.5,0.9,9.6,3.4,1.8,77,75,18.9,1014.1,1,0
2025-03-31,5.5,2.5,8.6,3.5,1.9,78,77,16.5,1022.3,1,0
2025-04-01,5.8,0.9,10.4,3.0,0.6,70,43,11.5,1028.0,0,0
2025-04-02,8.3,2.8,13.4,5.3,3.0,70,54,15.3,1026.3,0,0
2025-04-03,9.3,3.1,15.8,6.0,3.3,68,0,10.4,1026.0,0,0
2025-04-04,10.4,2.8,18.2,7.1,4.7,70,1,4.6,1021.2,0,0
2025-04-05,7.8,2.0,12.0,4.4,1.1,64,43,8.6,1018.8,0,0
2025-04-06,2.4,-2.2,6.8,-1.2,-5.7,56,23,11.0,1026.9,0,0
2025-04-07,3.5,-1.6,9.1,0.3,-3.2,63,37,4.5,1026.9,0,0
2025-04-08,4.8,-0.6,11.0,1.7,-1.2,67,27,2.4,1027.3,0,0
2025-04-09,6.5,0.6,12.1,3.5,0.9,69,41,8.7,1023.8,0,0
2025-04-10,6.4,3.7,9.7,4.3,2.8,78,74,12.5,1026.0,0,0
2025-04-11,8.0,3.0,13.6,5.7,4.2,79,76,15.3,1020.1,0,0
2025-04-12,11.1,4.0,18.5,8.4,6.6,76,22,6.1,1014.0,0,0
2025-04-13,12.1,5.9,17.5,9.6,8.0,77,83,11.8,1006.4,1,0
2025-04-14,12.4,7.0,18.0,9.4,7.2,73,36,6.0,1009.5,1,0
2025-04-15,14.3,9.3,20.0,11.5,9.9,77,70,12.3,1001.9,1,0
2025-04-16,14.8,8.6,21.8,12.3,10.9,80,48,9.4,1006.6,1,0
2025-04-17,9.2,6.4,12.9,8.3,7.9,92,97,16.3,1007.8,1,0
2025-04-18,7.3,6.4,9.3,6.5,6.1,93,100,15.3,1012.0,1,0
2025-04-19,8.0,4.2,11.9,6.3,5.2,84,81,7.5,1010.4,1,0
2025-04-20,10.4,2.3,18.7,8.6,7.6,85,42,4.2,1007.0,1,0
2025-04-21,11.5,6.5,17.0,9.5,8.3,82,65,6.7,1011.2,1,0
2025-04-22,10.9,7.2,15.6,9.3,8.3,85,65,7.2,1017.1,1,0
2025-04-23,11.8,5.9,17.0,9.6,8.4,81,75,7.0,1015.8,1,0
2025-04-24,11.0,9.0,14.2,9.6,8.9,87,94,9.4,1014.9,1,0
2025-04-25,9.9,6.2,13.0,7.9,6.7,82,80,5.7,1019.8,1,0
2025-04-26,9.2,3.0,14.3,6.2,3.8,70,0,11.4,1023.8,0,0
2025-04-27,8.8,3.2,14.9,5.4,2.5,65,19,9.9,1026.3,0,0
2025-04-28,11.2,4.6,17.5,7.4,4.6,65,30,2.7,1026.5,0,0
2025-04-29,12.3,4.9,18.7,9.2,7.2,72,47,3.7,1026.0,0,0
2025-04-30,14.4,7.6,20.6,11.4,9.6,75,13,2.4,1023.8,0,0
2025-05-01,15.5,7.4,22.6,12.3,10.3,74,19,6.5,1020.5,0,0
2025-05-02,16.9,9.4,23.7,13.3,11.3,71,39,6.2,1014.8,1,0
2025-05-03,12.5,9.6,15.1,11.9,11.7,95,91,6.8,1009.6,1,0
2025-05-04,8.2,4.7,11.1,5.8,4.1,77,58,14.8,1011.5,1,0
2025-05-05,7.5,3.3,11.2,4.7,2.7,72,41,9.0,1016.5,1,0
2025-05-06,8.4,3.7,13.4,5.3,2.9,70,47,7.7,1018.8,0,0
2025-05-07,9.5,5.5,13.1,6.0,3.0,66,67,9.5,1019.3,0,0
2025-05-08,7.8,4.2,11.1,4.0,0.5,60,88,10.1,1019.4,0,0
2025-05-09,9.4,2.5,15.1,5.6,2.3,63,27,4.0,1021.2,0,0
2025-05-10,11.4,3.8,16.7,7.5,4.4,63,18,5.9,1021.1,0,0
2025-05-11,12.8,6.9,18.1,9.0,6.1,67,1,10.6,1017.7,0,0
2025-05-12,11.4,6.0,15.9,6.9,2.8,57,15,11.4,1016.9,0,0
2025-05-13,11.3,3.8,17.0,6.5,2.0,54,5,8.4,1019.5,0,0
2025-05-14,13.4,6.2,19.4,8.3,4.1,55,73,10.5,1016.2,0,0
2025-05-15,11.4,7.4,15.8,6.7,2.1,56,46,13.5,1016.8,0,0
2025-05-16,10.0,4.1,15.6,6.7,4.0,69,40,10.5,1017.9,1,0
2025-05-17,10.3,4.5,15.4,7.6,5.3,75,62,13.1,1015.4,1,0
2025-05-18,10.6,7.8,14.7,8.4,6.9,80,64,14.2,1015.2,1,0
2025-05-19,12.0,6.3,16.6,9.1,7.2,74,51,8.3,1019.0,1,0
2025-05-20,13.7,6.8,19.0,10.8,8.9,75,24,2.3,1017.1,1,0
2025-05-21,14.0,9.2,18.4,9.1,4.8,57,77,12.3,1012.0,0,0
2025-05-22,9.4,5.8,12.6,5.5,1.7,60,60,15.9,1012.0,1,0
2025-05-23,7.4,3.2,12.2,4.7,2.4,72,38,14.7,1015.5,1,0
2025-05-24,10.2,4.0,14.9,6.8,4.0,68,76,12.0,1016.7,1,0
2025-05-25,12.8,9.7,17.2,11.5,10.9,89,85,14.5,1011.6,1,0
2025-05-26,12.9,9.2,16.5,10.5,8.9,78,70,10.4,1016.0,1,0
2025-05-27,14.1,8.9,18.0,10.6,8.2,68,81,14.4,1017.3,1,0
2025-05-28,13.7,11.1,16.8,12.4,11.9,89,90,18.7,1013.4,1,0
2025-05-29,12.6,8.1,16.3,10.3,8.9,79,89,13.0,1021.3,1,0
2025-05-30,17.7,13.1,22.9,14.6,12.9,75,55,13.0,1019.8,1,0
2025-05-31,18.8,11.8,24.2,16.2,14.9,79,76,5.7,1018.1,1,0
2025-06-01,17.7,13.6,23.1,15.7,14.8,84,88,9.8,1014.2,1,0
2025-06-02,15.4,10.4,19.4,12.3,10.4,74,45,8.7,1015.4,1,0
2025-06-03,15.7,8.0,21.0,12.1,9.8,70,28,7.7,1013.9,1,0
2025-06-04,16.8,13.9,19.5,14.9,14.1,84,74,13.0,1009.2,1,0
2025-06-05,15.2,12.1,18.2,12.9,11.6,80,88,11.5,1010.7,1,0
2025-06-06,15.9,13.7,18.9,13.2,11.6,77,78,18.2,1009.3,1,0
2025-06-07,14.8,12.3,17.5,12.8,11.9,83,65,13.6,1009.9,1,0
2025-06-08,12.7,9.4,15.2,10.4,9.0,79,59,22.8,1011.2,1,0
2025-06-09,11.8,6.9,16.3,9.2,7.6,76,51,11.9,1022.5,1,0
2025-06-10,13.5,8.1,18.1,11.2,9.9,79,85,15.9,1016.5,1,0
2025-06-11,12.8,9.3,16.8,10.3,8.7,78,52,11.9,1021.7,1,0
2025-06-12,15.1,8.0,20.9,11.4,9.0,69,0,12.2,1022.2,0,0
2025-06-13,18.4,11.1,24.8,13.5,10.4,61,14,13.8,1023.3,0,0
2025-06-14,21.4,13.1,29.0,16.1,13.1,61,18,9.8,1019.5,0,0
2025-06-15,19.6,15.6,24.0,17.0,15.8,79,77,13.3,1018.9,1,0
2025-06-16,16.4,12.9,19.9,13.0,10.8,71,60,14.2,1025.5,0,0
2025-06-17,18.5,11.0,24.3,14.5,12.2,69,59,3.4,1025.6,0,0
2025-06-18,20.1,13.7,24.9,15.0,11.8,61,70,7.7,1022.5,0,0
2025-06-19,16.6,12.1,20.5,12.2,9.0,63,14,12.7,1024.9,0,0
2025-06-20,15.1,7.4,21.5,11.0,8.2,66,13,4.3,1026.4,0,0
2025-06-21,18.3,8.6,25.9,12.4,8.0,56,11,5.2,1023.1,0,0
2025-06-22,22.2,11.1,30.0,15.3,10.8,53,56,8.1,1016.3,0,0
2025-06-23,19.7,14.8,22.9,15.1,12.1,63,52,19.8,1011.0,1,0
2025-06-24,17.4,12.1,22.0,12.4,9.0,59,58,17.7,1012.8,0,0
2025-06-25,21.3,16.4,26.5,16.6,14.0,65,28,15.5,1012.3,1,0
2025-06-26,20.7,16.0,28.0,17.2,15.4,74,66,14.1,1013.0,1,0
2025-06-27,17.1,13.9,18.2,14.4,13.1,78,87,15.2,1020.9,1,0
2025-06-28,20.2,13.1,26.1,16.6,14.8,73,23,11.4,1023.6,0,0
2025-06-29,21.9,17.4,26.6,18.2,16.4,73,20,12.2,1023.1,1,0
2025-06-30,19.7,13.6,25.3,14.8,11.5,63,1,4.3,1021.9,0,0
2025-07-01,22.2,12.9,30.2,16.0,12.2,55,0,5.8,1018.1,0,0
2025-07-02,25.3,15.1,33.2,18.7,15.0,57,7,4.4,1014.9,0,0
2025-07-03,19.2,14.2,22.6,14.7,11.7,64,42,14.9,1022.0,1,0
2025-07-04,17.0,11.6,22.0,11.9,8.3,59,55,5.9,1025.8,0,0
2025-07-05,18.7,10.0,24.8,13.0,9.0,57,74,7.7,1016.7,0,0
2025-07-06,18.4,15.3,23.3,13.3,9.9,59,90,12.5,1008.8,1,0
2025-07-07,15.8,12.8,20.1,13.8,12.8,82,95,13.9,1003.8,1,0
2025-07-08,14.1,10.6,17.5,10.9,8.8,72,47,14.9,1011.2,1,0
2025-07-09,15.5,11.7,19.5,12.3,10.3,73,46,15.4,1018.4,1,0
2025-07-10,16.3,12.1,22.1,13.0,10.9,73,51,12.1,1020.8,0,0
2025-07-11,17.0,12.3,21.2,13.7,11.6,73,70,12.1,1017.5,1,0
2025-07-12,16.9,13.9,19.9,14.4,13.1,79,90,14.9,1011.9,1,0
2025-07-13,17.4,14.4,21.0,15.3,14.3,83,70,8.8,1010.7,1,0
2025-07-14,19.7,14.1,24.6,15.7,13.4,70,60,10.0,1013.8,1,0
2025-07-15,17.1,12.9,21.5,14.2,12.3,76,47,10.8,1017.0,1,0
2025-07-16,14.5,11.2,17.9,12.3,11.1,80,71,10.7,1013.6,1,0
2025-07-17,15.5,12.2,19.0,13.8,12.9,86,87,17.0,1015.2,1,0
2025-07-18,18.3,15.4,22.1,16.1,15.0,83,56,10.4,1014.5,1,0
2025-07-19,20.6,12.6,27.6,16.4,14.0,69,60,7.5,1010.8,0,0
2025-07-20,22.2,16.8,27.7,18.0,15.8,69,75,5.8,1006.6,1,0
2025-07-21,17.6,15.3,20.1,16.1,15.4,87,77,7.3,1006.5,1,0
2025-07-22,17.1,13.4,20.8,14.1,12.3,75,60,14.6,1008.3,1,0
2025-07-23,18.1,14.6,22.1,15.0,13.4,76,42,16.8,1011.0,1,0
2025-07-24,18.5,13.7,23.0,15.4,13.8,76,91,6.7,1013.0,1,0
2025-07-25,18.6,13.6,23.6,15.9,14.6,79,66,9.0,1015.3,1,0
2025-07-26,18.3,14.8,22.2,14.7,12.6,71,59,8.0,1015.7,0,0
2025-07-27,16.3,13.6,20.1,14.6,13.8,85,94,8.7,1012.2,1,0
2025-07-28,16.3,13.2,20.5,13.5,11.8,76,71,16.0,1013.2,1,0
2025-07-29,15.2,12.2,19.1,12.2,10.3,75,53,14.7,1016.0,1,0
2025-07-30,15.6,10.7,20.2,11.7,9.0,68,66,9.5,1015.2,0,0
2025-07-31,16.0,13.4,20.2,12.8,10.9,73,89,14.8,1013.7,1,0
2025-08-01,16.4,14.1,20.8,14.0,12.7,80,77,14.3,1010.1,1,0
2025-08-02,15.7,12.9,20.3,13.3,11.8,79,66,13.0,1011.7,1,0
2025-08-03,14.2,11.9,16.0,12.6,11.8,86,98,13.7,1017.1,1,0
2025-08-04,18.2,13.4,23.4,14.5,12.3,71,88,15.2,1016.6,1,0
2025-08-05,16.9,12.9,19.8,13.9,12.1,75,63,15.5,1017.1,1,0
2025-08-06,15.4,10.4,20.5,11.2,8.3,65,38,11.3,1023.5,0,0
2025-08-07,17.4,9.0,24.0,12.7,9.5,63,92,7.1,1018.9,1,0
2025-08-08,20.5,14.4,25.5,14.9,11.4,59,92,9.3,1018.2,0,0
2025-08-09,21.0,12.7,28.3,15.8,12.6,62,43,6.4,1019.8,0,0
2025-08-10,18.3,13.4,23.3,13.5,10.2,62,10,10.1,1026.1,0,0
2025-08-11,18.5,9.7,25.4,12.8,8.6,57,1,5.2,1025.0,0,0
2025-08-12,20.8,11.0,29.1,14.3,9.9,54,2,8.5,1019.1,0,0
2025-08-13,23.2,13.1,31.5,17.0,13.3,58,4,4.9,1016.1,0,0
2025-08-14,25.6,17.0,33.4,18.7,14.8,55,37,4.6,1018.2,0,0
2025-08-15,23.4,18.5,29.2,18.6,16.2,65,29,9.4,1020.6,0,0
2025-08-16,18.1,14.1,22.2,15.1,13.4,75,36,12.3,1022.1,0,0
2025-08-17,14.2,9.4,19.0,11.4,9.7,75,56,10.6,1021.3,1,0
2025-08-18,16.7,9.5,23.1,12.2,9.2,65,7,4.7,1020.4,0,0
2025-08-19,18.5,10.0,25.8,13.1,9.5,60,2,4.4,1014.9,0,0
2025-08-20,16.9,11.0,22.6,13.3,11.1,71,26,7.5,1011.0,0,0
2025-08-21,16.8,11.2,21.7,12.5,9.5,64,28,8.9,1010.8,0,0
2025-08-22,13.3,8.8,16.6,9.5,6.6,66,65,13.0,1016.7,1,0
2025-08-23,12.8,9.6,16.5,9.5,7.3,70,49,13.7,1017.5,1,0
2025-08-24,12.0,5.6,17.2,8.5,5.8,69,20,7.4,1020.6,0,0
2025-08-25,13.3,5.7,19.8,9.1,5.9,63,37,6.6,1018.9,0,0
2025-08-26,16.5,8.4,24.2,11.3,7.6,58,60,4.3,1013.4,0,0
2025-08-27,20.4,15.2,26.8,15.9,13.2,66,61,8.7,1009.6,1,0
2025-08-28,17.2,15.1,20.2,16.4,16.1,93,100,5.8,1006.0,1,0
2025-08-29,16.5,12.9,20.6,14.8,14.0,86,69,4.6,1003.9,1,0
2025-08-30,16.5,12.7,21.0,13.1,11.0,71,27,10.0,1008.1,1,0
2025-08-31,17.0,11.3,22.2,13.7,11.9,73,29,7.8,1011.8,0,0
2025-09-01,16.5,11.7,20.9,13.9,12.5,78,76,7.7,1009.1,1,0
2025-09-02,16.7,13.4,21.0,13.6,11.8,74,63,6.7,1010.4,1,0
2025-09-03,17.3,13.0,21.4,13.7,11.5,69,53,14.4,1011.0,0,0
2025-09-04,19.6,16.5,24.5,15.6,13.3,68,73,11.7,1012.6,1,0
2025-09-05,16.3,11.7,19.4,13.5,11.8,77,61,11.0,1018.6,1,0
2025-09-06,14.8,9.1,20.4,11.8,10.1,75,33,4.6,1024.5,1,0
2025-09-07,15.8,11.1,21.2,12.4,10.4,72,89,11.2,1020.8,0,0
2025-09-08,15.4,8.8,21.4,11.9,9.6,70,61,7.7,1017.3,0,0
2025-09-09,15.6,9.9,21.0,13.0,11.4,78,82,5.5,1014.6,1,0
2025-09-10,14.6,10.9,18.9,13.0,12.2,87,79,4.7,1010.8,1,0
2025-09-11,13.9,9.7,18.0,11.7,10.5,81,41,13.3,1008.1,1,0
2025-09-12,13.5,11.0,17.1,10.8,9.2,76,37,14.6,1015.7,1,0
2025-09-13,13.6,9.3,18.0,10.9,9.3,75,84,10.0,1017.2,1,0
2025-09-14,13.9,11.1,17.1,10.6,8.5,71,78,11.8,1014.5,1,0
2025-09-15,16.7,12.9,20.5,13.5,11.5,73,52,20.0,1009.2,1,0
2025-09-16,14.1,11.4,16.9,10.1,7.2,64,44,26.1,1014.2,1,0
2025-09-17,13.4,10.5,16.4,10.4,8.6,73,94,15.7,1020.5,1,0
2025-09-18,17.1,13.2,23.1,14.3,12.9,77,70,13.1,1021.2,1,0
2025-09-19,18.8,14.9,25.0,15.8,14.3,77,60,7.5,1023.7,0,0
2025-09-20,20.4,14.4,27.1,15.9,13.5,65,40,9.1,1016.3,0,0
2025-09-21,17.3,10.9,21.2,14.5,13.1,77,93,14.0,1013.5,1,0
2025-09-22,10.6,7.4,13.9,8.2,6.4,77,80,7.8,1020.2,1,0
2025-09-23,10.1,5.3,14.9,7.2,5.1,72,44,8.0,1024.0,0,0
2025-09-24,10.2,6.4,14.2,6.8,4.2,68,58,21.3,1024.6,0,0
2025-09-25,7.9,6.2,9.1,6.0,4.6,81,100,21.9,1023.6,1,0
2025-09-26,9.8,7.1,13.1,8.0,6.9,83,100,14.3,1023.9,1,0
2025-09-27,11.5,8.7,15.7,10.2,9.6,88,84,9.0,1022.6,1,0
2025-09-28,12.5,8.3,17.5,10.7,9.8,85,40,4.7,1022.9,1,0
2025-09-29,11.1,8.1,15.4,8.5,6.8,77,31,7.4,1022.7,0,0
2025-09-30,9.3,5.2,14.0,6.4,4.3,73,21,8.7,1025.2,1,0
2025-10-01,6.4,2.3,10.2,4.6,3.4,82,41,9.5,1031.6,0,0
2025-10-02,6.3,1.5,12.2,4.4,3.1,82,23,7.1,1030.7,0,0
2025-10-03,7.4,0.6,13.6,4.8,2.8,75,59,8.3,1023.0,0,0
2025-10-04,9.9,7.3,13.6,8.2,7.2,83,88,22.0,1002.9,1,0
2025-10-05,9.2,7.7,11.7,7.6,6.7,84,94,23.0,1008.8,1,0
2025-10-06,10.2,8.1,12.4,9.1,8.5,89,96,20.0,1019.5,1,0
2025-10-07,12.4,10.8,13.8,11.7,11.5,95,100,9.0,1024.5,1,0
2025-10-08,12.9,10.8,14.2,12.2,12.0,94,97,9.0,1022.0,1,0
2025-10-09,12.0,10.1,14.3,10.3,9.3,84,88,11.7,1024.2,1,0
2025-10-10,12.2,10.9,14.3,10.3,9.2,82,99,16.1,1030.2,1,0
2025-10-11,12.1,10.2,13.9,10.5,9.7,86,97,14.4,1032.5,1,0
2025-10-12,11.5,10.1,13.2,10.0,9.1,86,97,13.0,1029.3,1,0
2025-10-13,11.5,6.7,15.6,10.1,9.3,87,74,4.8,1027.0,1,0
2025-10-14,9.3,5.0,11.7,8.7,8.6,95,88,9.6,1025.6,1,0
2025-10-15,10.3,7.7,12.6,9.2,8.6,90,91,7.1,1026.0,1,0
2025-10-16,10.1,8.8,12.0,9.1,8.7,91,88,11.6,1023.6,1,0
2025-10-17,9.8,8.1,12.4,8.5,7.8,89,81,12.8,1022.7,1,0
2025-10-18,5.8,2.2,9.1,3.9,2.4,81,30,6.9,1027.4,0,0
2025-10-19,4.8,0.8,10.6,2.8,1.3,80,66,9.3,1019.3,0,0
2025-10-20,9.1,3.4,14.1,7.3,6.2,83,96,10.3,1005.1,1,0
2025-10-21,11.5,9.4,14.3,9.7,8.8,84,65,17.6,998.3,1,0
2025-10-22,11.9,9.9,14.8,10.5,9.7,87,94,10.3,999.5,1,0
2025-10-23,12.2,9.9,15.4,10.3,9.1,82,92,19.7,988.3,1,0
2025-10-24,8.1,6.0,9.6,5.6,3.6,74,73,25.5,998.5,1,0
2025-10-25,8.2,6.6,10.6,6.3,5.1,81,75,22.0,998.8,1,0
2025-10-26,5.3,2.5,6.9,3.8,2.7,84,74,25.4,1000.8,1,1
2025-10-27,6.2,4.4,8.1,4.9,4.2,87,88,24.6,998.3,1,1
2025-10-28,7.8,5.7,10.6,6.8,6.3,90,76,23.0,1005.9,1,0
2025-10-29,9.7,6.8,12.9,7.7,6.5,81,88,14.4,1007.0,1,0
2025-10-30,9.2,5.7,12.1,7.0,5.4,78,68,20.5,1006.5,1,0
2025-10-31,6.5,2.0,10.7,4.8,3.7,82,97,6.6,1015.6,0,0
2025-11-01,9.9,5.7,13.2,8.6,7.9,87,79,11.6,1012.4,1,0
2025-11-02,10.1,8.4,12.7,8.8,8.2,89,100,11.5,1012.2,1,0
2025-11-03,8.2,6.3,10.1,6.5,5.4,83,68,15.9,1019.0,1,0
2025-11-04,10.1,6.9,14.1,8.2,7.0,82,83,12.0,1022.1,0,0
2025-11-05,8.2,4.0,14.9,5.9,4.3,77,60,4.5,1019.7,0,0
2025-11-06,5.0,0.8,13.0,3.5,2.6,85,13,3.8,1013.4,0,0
2025-11-07,3.0,-0.8,7.7,1.9,1.3,89,32,2.5,1012.7,0,0
2025-11-08,4.9,2.9,6.7,4.2,4.0,94,100,1.9,1014.6,1,0
2025-11-09,7.3,5.1,9.2,6.8,6.7,96,97,5.5,1016.5,1,0
2025-11-10,7.0,3.3,9.9,6.2,5.9,93,72,6.2,1016.0,0,0
2025-11-11,7.5,4.0,11.0,6.3,5.7,89,92,12.5,1014.9,1,0
2025-11-12,7.7,3.3,11.9,5.7,4.5,81,100,8.7,1015.3,0,0
2025-11-13,11.2,7.4,15.0,8.2,6.2,72,96,10.2,1012.4,0,0
2025-11-14,11.5,9.1,15.7,8.3,6.0,70,100,6.1,1009.3,1,0
2025-11-15,7.1,5.8,9.6,6.7,6.5,96,100,14.5,1011.9,1,0
2025-11-16,7.3,4.5,10.4,6.9,6.8,97,89,11.0,1006.9,1,0
2025-11-17,2.2,0.2,4.3,1.4,1.0,92,76,14.9,1010.4,1,0
2025-11-18,1.5,-0.8,4.1,0.3,-0.4,88,72,16.2,1017.4,1,1
2025-11-19,1.8,-0.6,2.8,0.3,-0.8,83,87,16.5,1006.9,1,1
2025-11-20,0.4,-2.2,2.2,-0.6,-1.2,89,83,13.3,1007.0,1,1
2025-11-21,-3.3,-5.4,0.2,-4.4,-5.2,87,33,3.9,1022.6,0,0
2025-11-22,-3.2,-6.9,1.2,-4.6,-5.9,82,23,4.8,1027.4,0,0
2025-11-23,-3.0,-7.3,0.9,-5.4,-9.2,65,69,9.3,1014.4,1,1
2025-11-24,1.3,-0.4,3.2,0.3,-0.4,89,97,10.6,998.9,1,1
2025-11-25,1.9,-0.2,4.5,1.4,1.3,95,95,3.4,1004.3,0,0
